State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,NALGONDA,Bajra,2001-02,Kharif,9786,Hectare,4325,Tonnes,0.441957899
Andhra Pradesh,NALGONDA,Bajra,2001-02,Rabi,24,Hectare,11,Tonnes,0.458333333
Andhra Pradesh,NALGONDA,Bajra,2002-03,Kharif,15097,Hectare,6235,Tonnes,0.412995959
Andhra Pradesh,NALGONDA,Bajra,2003-04,Kharif,21433,Hectare,13438,Tonnes,0.626977091
Andhra Pradesh,NALGONDA,Bajra,2003-04,Rabi,5,Hectare,3,Tonnes,0.6
Andhra Pradesh,NIZAMABAD,Bajra,2001-02,Rabi,5605,Hectare,2618,Tonnes,0.467082962
Andhra Pradesh,NIZAMABAD,Bajra,2002-03,Rabi,4503,Hectare,2134,Tonnes,0.473906285
Andhra Pradesh,NIZAMABAD,Bajra,2003-04,Rabi,4778,Hectare,2919,Tonnes,0.610925073
Andhra Pradesh,PRAKASAM,Bajra,2001-02,Kharif,7969,Hectare,9786,Tonnes,1.228008533
Andhra Pradesh,PRAKASAM,Bajra,2001-02,Rabi,717,Hectare,880,Tonnes,1.227336123
Andhra Pradesh,PRAKASAM,Bajra,2002-03,Kharif,10062,Hectare,9378,Tonnes,0.932021467
Andhra Pradesh,PRAKASAM,Bajra,2002-03,Rabi,198,Hectare,185,Tonnes,0.934343434
Andhra Pradesh,PRAKASAM,Bajra,2003-04,Kharif,26565,Hectare,37324,Tonnes,1.405006588
Andhra Pradesh,PRAKASAM,Bajra,2003-04,Rabi,66,Hectare,93,Tonnes,1.409090909
Andhra Pradesh,RANGAREDDI,Bajra,2001-02,Kharif,706,Hectare,330,Tonnes,0.467422096
Andhra Pradesh,RANGAREDDI,Bajra,2001-02,Rabi,34,Hectare,16,Tonnes,0.470588235
Andhra Pradesh,RANGAREDDI,Bajra,2002-03,Kharif,691,Hectare,328,Tonnes,0.474674385
Andhra Pradesh,RANGAREDDI,Bajra,2002-03,Rabi,1,Hectare,,Tonnes,0
Andhra Pradesh,RANGAREDDI,Bajra,2003-04,Kharif,969,Hectare,592,Tonnes,0.610939112
Andhra Pradesh,RANGAREDDI,Bajra,2003-04,Rabi,1,Hectare,1,Tonnes,1
Andhra Pradesh,SPSR NELLORE,Bajra,2001-02,Kharif,917,Hectare,1357,Tonnes,1.479825518
Andhra Pradesh,SPSR NELLORE,Bajra,2001-02,Rabi,67,Hectare,99,Tonnes,1.47761194
Andhra Pradesh,SPSR NELLORE,Bajra,2002-03,Kharif,1326,Hectare,1671,Tonnes,1.260180995
Andhra Pradesh,SPSR NELLORE,Bajra,2002-03,Rabi,36,Hectare,45,Tonnes,1.25
Andhra Pradesh,SPSR NELLORE,Bajra,2003-04,Kharif,1216,Hectare,1982,Tonnes,1.629934211
Andhra Pradesh,SPSR NELLORE,Bajra,2003-04,Rabi,12,Hectare,20,Tonnes,1.666666667
Andhra Pradesh,SRIKAKULAM,Bajra,2001-02,Kharif,2910,Hectare,2927,Tonnes,1.005841924
Andhra Pradesh,SRIKAKULAM,Bajra,2002-03,Kharif,3476,Hectare,4508,Tonnes,1.29689298
Andhra Pradesh,SRIKAKULAM,Bajra,2003-04,Kharif,3654,Hectare,8634,Tonnes,2.362889984
Andhra Pradesh,VISAKHAPATANAM,Bajra,2001-02,Kharif,15686,Hectare,13019,Tonnes,0.829975775
Andhra Pradesh,VISAKHAPATANAM,Bajra,2002-03,Kharif,14123,Hectare,8897,Tonnes,0.629965305
Andhra Pradesh,VISAKHAPATANAM,Bajra,2002-03,Rabi,2,Hectare,,Tonnes,0
Andhra Pradesh,VISAKHAPATANAM,Bajra,2003-04,Kharif,17771,Hectare,20312,Tonnes,1.142985763
Andhra Pradesh,VIZIANAGARAM,Bajra,2001-02,Kharif,2724,Hectare,2956,Tonnes,1.085168869
Andhra Pradesh,VIZIANAGARAM,Bajra,2002-03,Kharif,3090,Hectare,2735,Tonnes,0.885113269
Andhra Pradesh,VIZIANAGARAM,Bajra,2003-04,Kharif,1565,Hectare,2038,Tonnes,1.302236422
Andhra Pradesh,WARANGAL,Bajra,2001-02,Kharif,55,Hectare,26,Tonnes,0.472727273
Andhra Pradesh,WARANGAL,Bajra,2002-03,Kharif,49,Hectare,23,Tonnes,0.469387755
Andhra Pradesh,WARANGAL,Bajra,2003-04,Kharif,62,Hectare,38,Tonnes,0.612903226
Andhra Pradesh,WARANGAL,Bajra,2003-04,Rabi,290,Hectare,177,Tonnes,0.610344828
Andhra Pradesh,WEST GODAVARI,Bajra,2003-04,Kharif,75,Hectare,102,Tonnes,1.36
Andhra Pradesh,ADILABAD,Banana,2001-02,Whole Year,225,Hectare,5063,Tonnes,22.50222222
Andhra Pradesh,ADILABAD,Banana,2002-03,Whole Year,13,Hectare,317,Tonnes,24.38461538
Andhra Pradesh,ADILABAD,Banana,2003-04,Whole Year,110,Hectare,1540,Tonnes,14
Andhra Pradesh,ANANTAPUR,Banana,2001-02,Whole Year,1582,Hectare,462,Tonnes,0.292035398
Andhra Pradesh,ANANTAPUR,Banana,2002-03,Whole Year,19,Hectare,1006,Tonnes,52.94736842
Andhra Pradesh,ANANTAPUR,Banana,2003-04,Whole Year,36,Hectare,1302,Tonnes,36.16666667
Andhra Pradesh,CHITTOOR,Banana,2001-02,Whole Year,1005,Hectare,7156,Tonnes,7.12039801
Andhra Pradesh,CHITTOOR,Banana,2002-03,Whole Year,960,Hectare,50841,Tonnes,52.959375
Andhra Pradesh,CHITTOOR,Banana,2003-04,Whole Year,587,Hectare,21222,Tonnes,36.15332198
Andhra Pradesh,EAST GODAVARI,Banana,2001-02,Whole Year,10258,Hectare,122822,Tonnes,11.97328914
Andhra Pradesh,EAST GODAVARI,Banana,2002-03,Whole Year,7949,Hectare,116270,Tonnes,14.62699711
Andhra Pradesh,EAST GODAVARI,Banana,2003-04,Whole Year,9547,Hectare,67488,Tonnes,7.069026919
Andhra Pradesh,GUNTUR,Banana,2001-02,Whole Year,7967,Hectare,204939,Tonnes,25.72348437
Andhra Pradesh,GUNTUR,Banana,2002-03,Whole Year,6720,Hectare,151697,Tonnes,22.57395833
Andhra Pradesh,GUNTUR,Banana,2003-04,Whole Year,5681,Hectare,42238,Tonnes,7.434958634
Andhra Pradesh,KADAPA,Banana,2001-02,Whole Year,4074,Hectare,132748,Tonnes,32.58419244
Andhra Pradesh,KADAPA,Banana,2002-03,Whole Year,4574,Hectare,299574,Tonnes,65.49497158
Andhra Pradesh,KADAPA,Banana,2003-04,Whole Year,3771,Hectare,158827,Tonnes,42.11800583
Andhra Pradesh,KARIMNAGAR,Banana,2001-02,Whole Year,1,Hectare,,Tonnes,0
Andhra Pradesh,KARIMNAGAR,Banana,2002-03,Whole Year,9,Hectare,220,Tonnes,24.44444444
Andhra Pradesh,KHAMMAM,Banana,2001-02,Whole Year,673,Hectare,13682,Tonnes,20.32986627
Andhra Pradesh,KHAMMAM,Banana,2002-03,Whole Year,735,Hectare,17937,Tonnes,24.40408163
Andhra Pradesh,KHAMMAM,Banana,2003-04,Whole Year,859,Hectare,12028,Tonnes,14.00232829
Andhra Pradesh,KRISHNA,Banana,2001-02,Whole Year,1556,Hectare,3946,Tonnes,2.535989717
Andhra Pradesh,KRISHNA,Banana,2002-03,Whole Year,1346,Hectare,20586,Tonnes,15.29420505
Andhra Pradesh,KRISHNA,Banana,2003-04,Whole Year,1249,Hectare,15574,Tonnes,12.46917534
Andhra Pradesh,KURNOOL,Banana,2001-02,Whole Year,2704,Hectare,29845,Tonnes,11.03735207
Andhra Pradesh,KURNOOL,Banana,2002-03,Whole Year,1862,Hectare,49164,Tonnes,26.40386681
Andhra Pradesh,KURNOOL,Banana,2003-04,Whole Year,2960,Hectare,23820,Tonnes,8.047297297
Andhra Pradesh,MAHBUBNAGAR,Banana,2001-02,Whole Year,12,Hectare,,Tonnes,0
Andhra Pradesh,MEDAK,Banana,2001-02,Whole Year,527,Hectare,2160,Tonnes,4.098671727
Andhra Pradesh,MEDAK,Banana,2002-03,Whole Year,297,Hectare,7248,Tonnes,24.4040404
Andhra Pradesh,MEDAK,Banana,2003-04,Whole Year,121,Hectare,1694,Tonnes,14
Andhra Pradesh,NALGONDA,Banana,2001-02,Whole Year,9,Hectare,,Tonnes,0
Andhra Pradesh,NALGONDA,Banana,2002-03,Whole Year,3,Hectare,73,Tonnes,24.33333333
Andhra Pradesh,NIZAMABAD,Banana,2001-02,Whole Year,398,Hectare,2070,Tonnes,5.201005025
Andhra Pradesh,NIZAMABAD,Banana,2002-03,Whole Year,405,Hectare,9884,Tonnes,24.40493827
Andhra Pradesh,NIZAMABAD,Banana,2003-04,Whole Year,360,Hectare,5041,Tonnes,14.00277778
Andhra Pradesh,PRAKASAM,Banana,2001-02,Whole Year,511,Hectare,8370,Tonnes,16.37964775
Andhra Pradesh,PRAKASAM,Banana,2002-03,Whole Year,538,Hectare,10429,Tonnes,19.38475836
Andhra Pradesh,PRAKASAM,Banana,2003-04,Whole Year,82,Hectare,794,Tonnes,9.682926829
Andhra Pradesh,RANGAREDDI,Banana,2001-02,Whole Year,249,Hectare,3533,Tonnes,14.18875502
Andhra Pradesh,RANGAREDDI,Banana,2002-03,Whole Year,204,Hectare,4978,Tonnes,24.40196078
Andhra Pradesh,RANGAREDDI,Banana,2003-04,Whole Year,86,Hectare,1204,Tonnes,14
Andhra Pradesh,SPSR NELLORE,Banana,2001-02,Whole Year,479,Hectare,8030,Tonnes,16.76409186
Andhra Pradesh,SPSR NELLORE,Banana,2002-03,Whole Year,521,Hectare,10099,Tonnes,19.38387716
Andhra Pradesh,SPSR NELLORE,Banana,2003-04,Whole Year,485,Hectare,4699,Tonnes,9.688659794
Andhra Pradesh,SRIKAKULAM,Banana,2001-02,Whole Year,1132,Hectare,14223,Tonnes,12.56448763
Andhra Pradesh,SRIKAKULAM,Banana,2002-03,Whole Year,765,Hectare,14829,Tonnes,19.38431373
Andhra Pradesh,SRIKAKULAM,Banana,2003-04,Whole Year,535,Hectare,3003,Tonnes,5.613084112
Andhra Pradesh,VISAKHAPATANAM,Banana,2001-02,Whole Year,2431,Hectare,18798,Tonnes,7.732620321
Andhra Pradesh,VISAKHAPATANAM,Banana,2002-03,Whole Year,1594,Hectare,27219,Tonnes,17.07590966
Andhra Pradesh,VISAKHAPATANAM,Banana,2003-04,Whole Year,1452,Hectare,17908,Tonnes,12.33333333
Andhra Pradesh,VIZIANAGARAM,Banana,2001-02,Whole Year,6173,Hectare,77495,Tonnes,12.5538636
Andhra Pradesh,VIZIANAGARAM,Banana,2002-03,Whole Year,4684,Hectare,97277,Tonnes,20.76793339
Andhra Pradesh,VIZIANAGARAM,Banana,2003-04,Whole Year,4645,Hectare,106645,Tonnes,22.9590958
Andhra Pradesh,WARANGAL,Banana,2001-02,Whole Year,277,Hectare,6233,Tonnes,22.50180505
Andhra Pradesh,WARANGAL,Banana,2002-03,Whole Year,609,Hectare,14862,Tonnes,24.40394089
Andhra Pradesh,WARANGAL,Banana,2003-04,Whole Year,436,Hectare,6105,Tonnes,14.00229358
Andhra Pradesh,WEST GODAVARI,Banana,2001-02,Whole Year,8264,Hectare,99790,Tonnes,12.07526621
Andhra Pradesh,WEST GODAVARI,Banana,2002-03,Whole Year,5547,Hectare,123149,Tonnes,22.20100955
Andhra Pradesh,WEST GODAVARI,Banana,2003-04,Whole Year,5712,Hectare,24247,Tonnes,4.244922969
Andhra Pradesh,ADILABAD,Cashewnut,2001-02,Whole Year,24,Hectare,2,Tonnes,0.083333333
Andhra Pradesh,ADILABAD,Cashewnut,2002-03,Whole Year,86,Hectare,19,Tonnes,0.220930233
Andhra Pradesh,ADILABAD,Cashewnut,2003-04,Whole Year,24,Hectare,4,Tonnes,0.166666667
Andhra Pradesh,CHITTOOR,Cashewnut,2001-02,Whole Year,126,Hectare,34,Tonnes,0.26984127
Andhra Pradesh,CHITTOOR,Cashewnut,2002-03,Whole Year,121,Hectare,15,Tonnes,0.123966942
Andhra Pradesh,CHITTOOR,Cashewnut,2003-04,Whole Year,124,Hectare,33,Tonnes,0.266129032
Andhra Pradesh,EAST GODAVARI,Cashewnut,2001-02,Whole Year,34634,Hectare,5151,Tonnes,0.148726685
Andhra Pradesh,EAST GODAVARI,Cashewnut,2002-03,Whole Year,34227,Hectare,975,Tonnes,0.028486283
Andhra Pradesh,EAST GODAVARI,Cashewnut,2003-04,Whole Year,34019,Hectare,3304,Tonnes,0.097122196
Andhra Pradesh,GUNTUR,Cashewnut,2001-02,Whole Year,150,Hectare,41,Tonnes,0.273333333
Andhra Pradesh,GUNTUR,Cashewnut,2002-03,Whole Year,150,Hectare,19,Tonnes,0.126666667
Andhra Pradesh,GUNTUR,Cashewnut,2003-04,Whole Year,150,Hectare,40,Tonnes,0.266666667
Andhra Pradesh,KADAPA,Cashewnut,2001-02,Whole Year,7,Hectare,2,Tonnes,0.285714286
Andhra Pradesh,KADAPA,Cashewnut,2002-03,Whole Year,7,Hectare,1,Tonnes,0.142857143
Andhra Pradesh,KADAPA,Cashewnut,2003-04,Whole Year,7,Hectare,2,Tonnes,0.285714286
Andhra Pradesh,KHAMMAM,Cashewnut,2001-02,Whole Year,10314,Hectare,1082,Tonnes,0.104905953
Andhra Pradesh,KHAMMAM,Cashewnut,2002-03,Whole Year,10618,Hectare,2334,Tonnes,0.219815408
Andhra Pradesh,KHAMMAM,Cashewnut,2003-04,Whole Year,10477,Hectare,1836,Tonnes,0.175241004
Andhra Pradesh,KRISHNA,Cashewnut,2001-02,Whole Year,803,Hectare,220,Tonnes,0.273972603
Andhra Pradesh,KRISHNA,Cashewnut,2002-03,Whole Year,478,Hectare,59,Tonnes,0.123430962
Andhra Pradesh,KRISHNA,Cashewnut,2003-04,Whole Year,355,Hectare,95,Tonnes,0.267605634
Andhra Pradesh,MAHBUBNAGAR,Cashewnut,2001-02,Whole Year,18,Hectare,2,Tonnes,0.111111111
Andhra Pradesh,MAHBUBNAGAR,Cashewnut,2002-03,Whole Year,10,Hectare,2,Tonnes,0.2
Andhra Pradesh,MAHBUBNAGAR,Cashewnut,2003-04,Whole Year,3,Hectare,0,Tonnes,0
Andhra Pradesh,MEDAK,Cashewnut,2001-02,Whole Year,18,Hectare,2,Tonnes,0.111111111
Andhra Pradesh,MEDAK,Cashewnut,2002-03,Whole Year,15,Hectare,3,Tonnes,0.2
Andhra Pradesh,MEDAK,Cashewnut,2003-04,Whole Year,19,Hectare,3,Tonnes,0.157894737
Andhra Pradesh,PRAKASAM,Cashewnut,2001-02,Whole Year,702,Hectare,193,Tonnes,0.274928775
Andhra Pradesh,PRAKASAM,Cashewnut,2002-03,Whole Year,687,Hectare,85,Tonnes,0.123726346
Andhra Pradesh,PRAKASAM,Cashewnut,2003-04,Whole Year,698,Hectare,187,Tonnes,0.267908309
Andhra Pradesh,RANGAREDDI,Cashewnut,2002-03,Whole Year,3,Hectare,1,Tonnes,0.333333333
Andhra Pradesh,RANGAREDDI,Cashewnut,2003-04,Whole Year,3,Hectare,0,Tonnes,0
Andhra Pradesh,SPSR NELLORE,Cashewnut,2001-02,Whole Year,665,Hectare,183,Tonnes,0.27518797
Andhra Pradesh,SPSR NELLORE,Cashewnut,2002-03,Whole Year,778,Hectare,97,Tonnes,0.124678663
Andhra Pradesh,SPSR NELLORE,Cashewnut,2003-04,Whole Year,806,Hectare,216,Tonnes,0.267990074
Andhra Pradesh,SRIKAKULAM,Cashewnut,2001-02,Whole Year,18901,Hectare,7965,Tonnes,0.421406275
Andhra Pradesh,SRIKAKULAM,Cashewnut,2002-03,Whole Year,19080,Hectare,8414,Tonnes,0.440985325
Andhra Pradesh,SRIKAKULAM,Cashewnut,2003-04,Whole Year,19494,Hectare,7427,Tonnes,0.380989022
Andhra Pradesh,VISAKHAPATANAM,Cashewnut,2001-02,Whole Year,29675,Hectare,14486,Tonnes,0.488155013
Andhra Pradesh,VISAKHAPATANAM,Cashewnut,2002-03,Whole Year,31179,Hectare,3802,Tonnes,0.12194105
Andhra Pradesh,VISAKHAPATANAM,Cashewnut,2003-04,Whole Year,31045,Hectare,16996,Tonnes,0.54746336
Andhra Pradesh,VIZIANAGARAM,Cashewnut,2001-02,Whole Year,9138,Hectare,2512,Tonnes,0.274896039
Andhra Pradesh,VIZIANAGARAM,Cashewnut,2002-03,Whole Year,10741,Hectare,1335,Tonnes,0.124290103
Andhra Pradesh,VIZIANAGARAM,Cashewnut,2003-04,Whole Year,11179,Hectare,2996,Tonnes,0.268002505
Andhra Pradesh,WEST GODAVARI,Cashewnut,2001-02,Whole Year,42195,Hectare,6854,Tonnes,0.162436308
Andhra Pradesh,WEST GODAVARI,Cashewnut,2002-03,Whole Year,42464,Hectare,2482,Tonnes,0.05844951
Andhra Pradesh,WEST GODAVARI,Cashewnut,2003-04,Whole Year,41674,Hectare,6068,Tonnes,0.145606373
Andhra Pradesh,ADILABAD,Castor seed,2001-02,Kharif,1419,Hectare,417,Tonnes,0.293868922
Andhra Pradesh,ADILABAD,Castor seed,2002-03,Kharif,1343,Hectare,526,Tonnes,0.391660462
Andhra Pradesh,ADILABAD,Castor seed,2003-04,Kharif,1402,Hectare,642,Tonnes,0.457917261
Andhra Pradesh,ANANTAPUR,Castor seed,2001-02,Kharif,3191,Hectare,900,Tonnes,0.282043247
Andhra Pradesh,ANANTAPUR,Castor seed,2002-03,Kharif,2050,Hectare,416,Tonnes,0.202926829
Andhra Pradesh,ANANTAPUR,Castor seed,2003-04,Kharif,1927,Hectare,805,Tonnes,0.417747794
Andhra Pradesh,CHITTOOR,Castor seed,2001-02,Kharif,313,Hectare,88,Tonnes,0.28115016
Andhra Pradesh,CHITTOOR,Castor seed,2002-03,Kharif,234,Hectare,48,Tonnes,0.205128205
Andhra Pradesh,CHITTOOR,Castor seed,2003-04,Kharif,372,Hectare,155,Tonnes,0.416666667
Andhra Pradesh,EAST GODAVARI,Castor seed,2001-02,Kharif,9,Hectare,1,Tonnes,0.111111111
Andhra Pradesh,EAST GODAVARI,Castor seed,2002-03,Kharif,13,Hectare,3,Tonnes,0.230769231
Andhra Pradesh,GUNTUR,Castor seed,2001-02,Kharif,3400,Hectare,1469,Tonnes,0.432058824
Andhra Pradesh,GUNTUR,Castor seed,2002-03,Kharif,2684,Hectare,827,Tonnes,0.308122206
Andhra Pradesh,GUNTUR,Castor seed,2003-04,Kharif,4263,Hectare,3338,Tonnes,0.783016655
Andhra Pradesh,KADAPA,Castor seed,2001-02,Kharif,3474,Hectare,978,Tonnes,0.281519862
Andhra Pradesh,KADAPA,Castor seed,2002-03,Kharif,1013,Hectare,206,Tonnes,0.203356367
Andhra Pradesh,KADAPA,Castor seed,2003-04,Kharif,3387,Hectare,1416,Tonnes,0.418069088
Andhra Pradesh,KARIMNAGAR,Castor seed,2001-02,Kharif,190,Hectare,56,Tonnes,0.294736842
Andhra Pradesh,KARIMNAGAR,Castor seed,2002-03,Kharif,737,Hectare,289,Tonnes,0.392130258
Andhra Pradesh,KARIMNAGAR,Castor seed,2003-04,Kharif,4436,Hectare,2032,Tonnes,0.458070334
Andhra Pradesh,KHAMMAM,Castor seed,2001-02,Kharif,5,Hectare,1,Tonnes,0.2
Andhra Pradesh,KHAMMAM,Castor seed,2002-03,Kharif,11,Hectare,4,Tonnes,0.363636364
Andhra Pradesh,KHAMMAM,Castor seed,2003-04,Kharif,52,Hectare,24,Tonnes,0.461538462
Andhra Pradesh,KRISHNA,Castor seed,2002-03,Kharif,17,Hectare,4,Tonnes,0.235294118
Andhra Pradesh,KRISHNA,Castor seed,2003-04,Kharif,18,Hectare,8,Tonnes,0.444444444
Andhra Pradesh,KURNOOL,Castor seed,2001-02,Kharif,7013,Hectare,1977,Tonnes,0.281905034
Andhra Pradesh,KURNOOL,Castor seed,2002-03,Kharif,4756,Hectare,966,Tonnes,0.203111859
Andhra Pradesh,KURNOOL,Castor seed,2003-04,Kharif,11557,Hectare,4831,Tonnes,0.418015056
Andhra Pradesh,MAHBUBNAGAR,Castor seed,2001-02,Kharif,165340,Hectare,48775,Tonnes,0.294998186
Andhra Pradesh,MAHBUBNAGAR,Castor seed,2002-03,Kharif,130954,Hectare,61680,Tonnes,0.471005086
Andhra Pradesh,MAHBUBNAGAR,Castor seed,2003-04,Kharif,146945,Hectare,69652,Tonnes,0.474000476
Andhra Pradesh,MEDAK,Castor seed,2001-02,Kharif,1603,Hectare,471,Tonnes,0.29382408
Andhra Pradesh,MEDAK,Castor seed,2002-03,Kharif,2234,Hectare,876,Tonnes,0.392121755
Andhra Pradesh,MEDAK,Castor seed,2003-04,Kharif,6550,Hectare,3000,Tonnes,0.458015267
Andhra Pradesh,NALGONDA,Castor seed,2001-02,Kharif,64705,Hectare,17988,Tonnes,0.278000155
Andhra Pradesh,NALGONDA,Castor seed,2002-03,Kharif,60603,Hectare,12484,Tonnes,0.205996403
Andhra Pradesh,NALGONDA,Castor seed,2003-04,Kharif,77153,Hectare,30321,Tonnes,0.392998328
Andhra Pradesh,NIZAMABAD,Castor seed,2001-02,Kharif,153,Hectare,45,Tonnes,0.294117647
Andhra Pradesh,NIZAMABAD,Castor seed,2002-03,Kharif,127,Hectare,50,Tonnes,0.393700787
Andhra Pradesh,NIZAMABAD,Castor seed,2003-04,Kharif,305,Hectare,140,Tonnes,0.459016393
Andhra Pradesh,PRAKASAM,Castor seed,2001-02,Kharif,16484,Hectare,4088,Tonnes,0.247998059
Andhra Pradesh,PRAKASAM,Castor seed,2002-03,Kharif,11040,Hectare,1910,Tonnes,0.173007246
Andhra Pradesh,PRAKASAM,Castor seed,2003-04,Kharif,13736,Hectare,4107,Tonnes,0.298995341
Andhra Pradesh,RANGAREDDI,Castor seed,2001-02,Kharif,12525,Hectare,3405,Tonnes,0.271856287
Andhra Pradesh,RANGAREDDI,Castor seed,2002-03,Kharif,10772,Hectare,5052,Tonnes,0.468993687
Andhra Pradesh,RANGAREDDI,Castor seed,2003-04,Kharif,12228,Hectare,6505,Tonnes,0.531975793
Andhra Pradesh,SPSR NELLORE,Castor seed,2001-02,Kharif,17,Hectare,5,Tonnes,0.294117647
Andhra Pradesh,SPSR NELLORE,Castor seed,2002-03,Kharif,11,Hectare,2,Tonnes,0.181818182
Andhra Pradesh,SPSR NELLORE,Castor seed,2003-04,Kharif,1,Hectare,,Tonnes,0
Andhra Pradesh,VISAKHAPATANAM,Castor seed,2001-02,Kharif,6,Hectare,2,Tonnes,0.333333333
Andhra Pradesh,VISAKHAPATANAM,Castor seed,2002-03,Kharif,6,Hectare,1,Tonnes,0.166666667
Andhra Pradesh,VISAKHAPATANAM,Castor seed,2003-04,Kharif,4,Hectare,2,Tonnes,0.5
Andhra Pradesh,VIZIANAGARAM,Castor seed,2003-04,Kharif,8,Hectare,3,Tonnes,0.375
Andhra Pradesh,WARANGAL,Castor seed,2001-02,Kharif,3724,Hectare,2313,Tonnes,0.621106337
Andhra Pradesh,WARANGAL,Castor seed,2002-03,Kharif,3297,Hectare,1474,Tonnes,0.447073097
Andhra Pradesh,WARANGAL,Castor seed,2003-04,Kharif,6571,Hectare,4889,Tonnes,0.744026784
Andhra Pradesh,WEST GODAVARI,Castor seed,2001-02,Kharif,14,Hectare,4,Tonnes,0.285714286
Andhra Pradesh,ANANTAPUR,Coconut,2001-02,Whole Year,851,Hectare,3053700,Nuts,3588.366627
Andhra Pradesh,ANANTAPUR,Coconut,2002-03,Whole Year,869,Hectare,3691149,Nuts,4247.582278
Andhra Pradesh,ANANTAPUR,Coconut,2003-04,Whole Year,839,Hectare,3285828,Nuts,3916.362336
Andhra Pradesh,CHITTOOR,Coconut,2001-02,Whole Year,4133,Hectare,14827800,Nuts,3587.660295
Andhra Pradesh,CHITTOOR,Coconut,2002-03,Whole Year,4296,Hectare,17209269,Nuts,4005.881983
Andhra Pradesh,CHITTOOR,Coconut,2003-04,Whole Year,4294,Hectare,16827552,Nuts,3918.852352
Andhra Pradesh,EAST GODAVARI,Coconut,2001-02,Whole Year,48515,Hectare,629772990,Nuts,12980.99536
Andhra Pradesh,EAST GODAVARI,Coconut,2002-03,Whole Year,49479,Hectare,685943720,Nuts,13863.3303
Andhra Pradesh,EAST GODAVARI,Coconut,2003-04,Whole Year,48854,Hectare,683171460,Nuts,13983.94113
Andhra Pradesh,GUNTUR,Coconut,2001-02,Whole Year,491,Hectare,5426352,Nuts,11051.6334
Andhra Pradesh,GUNTUR,Coconut,2002-03,Whole Year,399,Hectare,4488408,Nuts,11249.14286
Andhra Pradesh,GUNTUR,Coconut,2003-04,Whole Year,380,Hectare,4497480,Nuts,11835.47368
Andhra Pradesh,KADAPA,Coconut,2001-02,Whole Year,148,Hectare,530400,Nuts,3583.783784
Andhra Pradesh,KADAPA,Coconut,2002-03,Whole Year,155,Hectare,658350,Nuts,4247.419355
Andhra Pradesh,KADAPA,Coconut,2003-04,Whole Year,104,Hectare,406980,Nuts,3913.269231
Andhra Pradesh,KHAMMAM,Coconut,2001-02,Whole Year,1106,Hectare,11703240,Nuts,10581.59132
Andhra Pradesh,KHAMMAM,Coconut,2002-03,Whole Year,1083,Hectare,11850836,Nuts,10942.60018
Andhra Pradesh,KHAMMAM,Coconut,2003-04,Whole Year,1050,Hectare,11933140,Nuts,11364.89524
Andhra Pradesh,KRISHNA,Coconut,2001-02,Whole Year,1789,Hectare,19782864,Nuts,11058.05702
Andhra Pradesh,KRISHNA,Coconut,2002-03,Whole Year,1889,Hectare,21255984,Nuts,11252.50609
Andhra Pradesh,KRISHNA,Coconut,2003-04,Whole Year,1726,Hectare,20407920,Nuts,11823.82387
Andhra Pradesh,KURNOOL,Coconut,2001-02,Whole Year,110,Hectare,374400,Nuts,3403.636364
Andhra Pradesh,KURNOOL,Coconut,2002-03,Whole Year,100,Hectare,425733,Nuts,4257.33
Andhra Pradesh,KURNOOL,Coconut,2003-04,Whole Year,86,Hectare,342720,Nuts,3985.116279
Andhra Pradesh,MAHBUBNAGAR,Coconut,2001-02,Whole Year,10,Hectare,110200,Nuts,11020
Andhra Pradesh,MAHBUBNAGAR,Coconut,2002-03,Whole Year,11,Hectare,125708,Nuts,11428
Andhra Pradesh,MAHBUBNAGAR,Coconut,2003-04,Whole Year,12,Hectare,141360,Nuts,11780
Andhra Pradesh,MEDAK,Coconut,2001-02,Whole Year,2,Hectare,22040,Nuts,11020
Andhra Pradesh,MEDAK,Coconut,2002-03,Whole Year,1,Hectare,11428,Nuts,11428
Andhra Pradesh,NALGONDA,Coconut,2001-02,Whole Year,18,Hectare,187340,Nuts,10407.77778
Andhra Pradesh,NALGONDA,Coconut,2002-03,Whole Year,21,Hectare,228560,Nuts,10883.80952
Andhra Pradesh,NALGONDA,Coconut,2003-04,Whole Year,30,Hectare,341620,Nuts,11387.33333
Andhra Pradesh,PRAKASAM,Coconut,2001-02,Whole Year,202,Hectare,2195568,Nuts,10869.14851
Andhra Pradesh,PRAKASAM,Coconut,2002-03,Whole Year,202,Hectare,2267460,Nuts,11225.0495
Andhra Pradesh,PRAKASAM,Coconut,2003-04,Whole Year,200,Hectare,2369640,Nuts,11848.2
Andhra Pradesh,RANGAREDDI,Coconut,2001-02,Whole Year,13,Hectare,143260,Nuts,11020
Andhra Pradesh,RANGAREDDI,Coconut,2002-03,Whole Year,13,Hectare,148564,Nuts,11428
Andhra Pradesh,RANGAREDDI,Coconut,2003-04,Whole Year,11,Hectare,129580,Nuts,11780
Andhra Pradesh,SPSR NELLORE,Coconut,2001-02,Whole Year,590,Hectare,6518448,Nuts,11048.21695
Andhra Pradesh,SPSR NELLORE,Coconut,2002-03,Whole Year,599,Hectare,6744240,Nuts,11259.16528
Andhra Pradesh,SPSR NELLORE,Coconut,2003-04,Whole Year,487,Hectare,5754840,Nuts,11816.91992
